"places";"postcode"
"Ellhofen";"74248,74248"
"Ellingen";"91792,91792"
"Ellingstedt";"24870,24870"
"Ellrich,Gudersleben,Hohenstein,Sülzhayn";"99755"
"Ellrichsbronn,Unterschneidheim";"73485"
"Ellzee";"89352,89352"
"Elmenhorst";"23869,23948"
"Elmenhorst/Lichtenhagen,Rostock";"18107"
"Elmshorn,Klein Nordende";"25336"
"Elmshorn,Kölln-Reisiek,Seeth-Ekholt";"25337"
"Elmstein";"67471,67471"
"Elsdorf,Gyhum,Heeslingen,Ostereistedt,Rhade,Seedorf,Zeven";"27404"
"Elsdorf";"50189,06369"
"Elsdorf-Westermühlen";"24800,24800"
"Elsendorf";"84094,84094"
"Elsenfeld";"63820,63820"
"Elsfleth";"26931,26931"
"Elskop,Gehrhof,Grevenkop,Krempe,Muchelndorf,Süderau";"25361"
"Elstal";"14627,14627"
"Elster,Gadegast,Gentha,Listerfehrda,Mellnitz,Morxdorf,Naundorf,Seyda,Zemnick";"06918"
"Elstertrebnitz,Pegau";"04523"
"Elsterwerda,Haida,Kraupa";"04910"
"Elterlein,Scheibenberg";"09481"
"Eltmann";"97483,97483"
"Eltville";"65343,65344,65345,65346,65347,65343,65344,65345,65346,65347"
"Elz";"65604,65604"
"Elze";"31008,31008"
"Elztal,Heidersbacher Mühle";"74834"
"Embsen";"21409,21409"
"Embühren,Grotenknöll,Haale,Nienborstel,Todenbüttel";"24819"
"Emden";"26721,26723,26725,39343"
"Emerkingen";"89607,89607"
"Emersacker";"86494,86494"
"Emishalden,Rot";"88430"
"Emlichheim,Laar,Ringe";"49824"
"Emmelsbüll-Horsbüll,Friedrich-Wilhelm-Lübke-Koog,Klanxbüll,Rodenäs";"25924"
"Emmendingen,Landeck";"79312"
"Emmendorf";"29579,29579"
"Emmerich";"46446,46446"
"Emmering";"82275,83550,82275,83550"
"Emmerthal";"31860,31860"
"Emmerting";"84547,84547"
"Emmingen-Liptingen";"78576,78576"
"Empfingen,Weiherhof";"72186"
"Emsbüren";"48488,48488"
"Emsdetten";"48282,48282"
"Emskirchen";"91448,91448"
"Emtinghausen,Morsum,Thedinghausen";"27321"
"Emtmannsberg,Seybothenreuth";"95517"
"Endingen";"79346,79346"
"Engden,Isterberg,Ohne,Quendorf,Samern,Schüttorf,Suddendorf";"48465"
"Engelsbach,Finsterbergen";"99898"
"Engelsberg";"84549,54538"
"Engelsbrand";"75331,75331"
"Engelschoff";"21710,21710"
"Engelskirchen";"51766,51766"
"Engelthal,Offenhausen";"91238"
"Engen";"78234,78234"
"Enger";"32130,32130"
"Engstingen";"72829,72829"
"Eningen";"72800,72800"
"Ennepetal,Ennepetal";"58256"
"Ennigerloh";"59320,59320"
"Ensdorf";"66806,92266,83546"
"Ense";"59469,59469"
"Enspel,Hirtscheid,Nistertal,Stöffel,Talmühle";"57647"
"Entrischenbrunn,Paunzhausen,Streitberg";"85307"
"Enzklösterle,Nonnenmiß";"75337"
"Epfenbach";"74925,74925"
"Epfendorf";"78736,78736"
"Eppelborn";"66571,66571"
"Eppelheim";"69214,69214"
"Eppenberg,Kaisersesch,Kalenborn,Laubach,Leienkaul,Maria Martental,Neuhof,Präfekturhof,Schöne Aussicht, Gem Landkern,Schöne Aussicht, Gem Masburg";"56759"
"Eppenbrunn,Hilst,Kröppen,Obersimten,Ruppertsweiler,Schweix,Trulben,Vinningen";"66957"
"Eppendorf";"09575,09575"
"Eppenschlag";"94536,94536"
"Eppertshausen";"64859,64859"
"Eppingen,Gießhübelmühle,Neuhof";"75031"
"Eppishausen";"87745,87745"
"Eppstein";"65817,65817"
"Erbach,Gebhardshütte";"64711"
"Erbach";"89155,55494"
"Erbendorf,Kammerermühle,Sassenhof";"92681"
"Erdfunkstelle Usingen,Usingen";"61250"
"Erding";"85435,85435"
"Erdmannhausen,Rundsmühlhof";"71729"
"Erdweg";"85253,85253"
"Eresing";"86922,86922"
"Erfde,Tielen";"24803"
"Erfderdamm,Norderstapel,Steinschleuse";"25868"
"Erftstadt";"50374,50374"
"Erfurt";"99084,99085,99086,99087,99089,99091,99092,99094,99096,99097,99098,99099,99084,99085,99086,99087,99089,99091,99092,99094,99096,99097,99098,99099"
"Ergersheim";"91465,91465"
"Ergolding,Landshut";"84030"
"Ergoldsbach";"84061,84061"
"Erharting,Töging";"84513"
"Ering";"94140,94140"
"Eriskirch";"88097,88097"
"Erkelenz";"41812,41812"
"Erkenbrechtsweiler";"73268,73268"
"Erkheim";"87746,87746"
"Erkrath";"40699,40699"
"Erlabrunn,Johanngeorgenstadt";"08349"
"Erlabrunn";"97250,08349"
"Erlachskirchen,Hagenbüchach";"91469"
"Erlangen";"91052,91056,91058,91054"
"Erlbach";"08265,09326"
"Erlbach,Perach";"84567"
"Erlbach-Kirchberg,Lugau";"09385"
"Erlenbach";"63906,74235,97837,76891"
"Erlenbacher Forsthaus,Frankeneck,Frankenstein,Lambertskreuz,Neidenfels,Sattelmühle";"67468"
"Erlenfurt,Hafenlohr,Lichtenau";"97840"
"Erlenmoos,Ochsenhausen,Steinhausen";"88416"
"Erlensee";"63526,63526"
"Erligheim";"74391,74391"
"Ermershausen,Maroldsweisach";"96126"
"Ermsleben,Meisdorf,Radisleben,Reinstedt";"06463"
"Erndtebrück";"57339,57339"
"Ernsgaden";"85119,85119"
"Ernstroda,Friedrichroda,Schönau v d Walde";"99894"
"Ernstthal,Lauscha,Neuhaus";"98724"
"Erolzheim,Waldenhofen";"88453"
"Erpel";"53579,53579"
"Erpolzheim";"67167,67167"
"Ersfeld,Fiersbach,Forstmehren,Hasselbach,Heuberg,Hirz-Maulsbach,Kircheib,Kraam,Mehren,Oberirsen,Rettersen,Werkhausen,Weyerbusch,Wölmersen";"57635"
"Ertingen";"88521,88521"
"Erwitte";"59597,59597"
"Erzenhausen,Eulenbis,Mückenhof,Mückenmühle,Schwedelbach,Weilerbach";"67685"
"Erzhausen";"64390,64390"
"Esch";"54585,54518"
"Eschau,Hundsrück";"63863"
"Eschbach";"79427,56357"
"Eschborn";"65760,65760"
"Eschbronn";"78664,78664"
"Esche,Georgsdorf,Lage,Neuenhaus,Osterwald";"49828"
"Eschede,Scharnhorst";"29348"
"Eschelbronn";"74927,74927"
"Eschenbach,Haagwiesen,Lotenberg";"73107"
"Eschenbach,Speinshart";"92676"
"Eschenburg";"35713,35713"
"Eschenlohe";"82438,83565"
"Eschenthal,Haselbach,Hasenthal,Steinach";"96523"
"Eschlkam";"93458,93458"
"Eschwege";"37269,37269"
"Eschweiler";"52249,52249"
"Eselhöfe,Kölleshof,Todsburg,Wiesensteig";"73349"
"Esgrus,Schrepperie";"24402"
"Eslarn";"92693,92693"
"Eslohe";"59889,59889"
"Espelkamp";"32339,32339"
"Espenau";"34314,34314"
"Espenhain,Mölbis";"04579"
"Esselbach";"97839,97839"
"Essen";"45127,45128,45130,45131,45133,45134,45136,45138,45139,45141,45143,45144,45145,45147,45149,45219,45239,45257,45259,45276,45277,45279,45289,45307,45309,45326,45327,45329,45355,45356,45357,45359,49632,49152,49152"
"Essenbach";"84051,84051"
"Essing";"93343,93343"
"Essingen";"73457,54570"
"Esslingen";"73728,73730,73732,73733,73734,73728,73730,73732,73733,73734"
"Eßweiler";"67754,67754"
"Estenfeld";"97230,97230"
"Esthal";"67472,67472"
"Estorf";"21727,31629,21727,31629"
"Etgersleben,Hakeborn,Westeregeln";"39448"
"Ettal";"82488,82488"
"Ettendorf,Hallabruck,Hierankl,Hufschlag,Jahn,Trenkmoos";"83359"
"Ettenheim";"77955,77955"
"Ettenstatt";"91796,91796"
"Ettlingen";"76275,76275"
"Ettringen";"86833,56729"
"Etzelwang";"92268,92268"
"Etzenricht";"92694,92694"
"Etzoldshain,Langendorf,Minkwitz,Rehmsdorf,Torna,Traupitz,Tröglitz,Wadewitz";"06729"
"Euerbach";"97502,97502"
"Eurasburg";"82547,86495,82547,86495"
"Euskirchen";"53879,53881,53879,53881"
"Eußenheim";"97776,97776"
"Eutin,Süsel";"23701"
"Eutingen";"72184,72184"
"Everode";"31085,31085"
"Eversmeer,Nenndorf,Schweindorf,Utarp,Westerholt";"26556"
"Everswinkel";"48351,48351"
"Extertal";"32699,32699"
"Eyendorf,Garlstorf,Gödenstorf,Salzhausen";"21376"
"Eystrup,Gandesbergen,Hämelhausen,Hassel,Schweringen, Ziegelei";"27324"
"Fachbach";"56133,56133"
"Fahlhorst,Güterfelde,Kienwerder,Kleinmachnow,Marggraffshof,Nudow,Philippsthal,Schenkenhorst,Sputendorf,Stahnsdorf";"14532"
"Fahren,Passade,Prasdorf,Probsteierhagen";"24253"
"Fahrenbach";"74864,74864"
"Fahrenzhausen";"85777,85777"
"Fahrland,Golm,Göttin,Groß Glienicke,Kartzow,Krampnitz,Leest,Marquardt,Neu Fahrland,Neu Fahrland,Paaren,Satzkorn,Seeburg,Töplitz,Uetz";"14476"
"Fahrnpoint,Hochgernhaus,Marquartstein";"83250"
"Falken,Großburschla,Treffurt";"99830"
"Falkenau,Frankenstein,Gahlenz,Oederan";"09569"
"Falkenbach,Gehringswalde,Hilmersdorf,Hopfgarten,Schönbrunn,Wolkenstein";"09429"
"Falkenberg,Rimbach";"84326"
"Falkenberg";"95685,16259"
"Falkenfels";"94350,94350"
"Falkensee,Waldheim";"14612"
"Falkenstein,Grünbach,Grünbach-Muldenberg,Neustadt,Werda";"08223"
"Falkenstein,Holzmühle";"93167"
"Fallingbostel,Oerbke,Wense";"29683"
"Farchant";"82490,82490"
"Fargau-Pratjau,Schlesen,Stoltenberg";"24256"
"Farschweiler,Gusterath,Gutweiler,Herl,Kasel,Korlingen,Lorscheid,Morscheid,Osburg,Riveris,Sommerau,Thomm";"54317"
"Fasanenhof,Forst";"76694"
"Faßberg";"29328,29328"
"Fattigsmühle,Köditz";"95189"
"Faulbach,Hundsdorf,Ransbach-Baumbach";"56235"
"Faulbach";"97906,56235"
"Faustenbach,Fürth";"64658"
"Faustermühle,Hirschhof,Hitscherhof,Kirschbacherhof,Kirschbachermühle,Pirmannsteinerhof,Riedelberg-Tal,Stausteinerhof,Zweibrücken";"66482"
"Feichten";"84550,83552"
"Feilbingert";"67824,67824"
"Feilitzsch,Töpen,Trogen";"95183"
"Feldafing";"82340,82340"
"Feldatal";"36325,36325"
"Feldberg";"79868,17258"
"Felde";"24242,24242"
"Feldkirchen,Weißenfeld";"85622"
"Feldkirchen";"94351,85622"
"Feldkirchen-Westerham";"83620,83620"
"Feldmühle,Hettenshausen,Jahnhöhe,Pfaffenhofen,Posthof,Reisgang,Washof,Webling";"85276"
"Fell";"54341,54341"
"Fellbach";"70734,70736,70734,70736"
"Fellen";"97778,97778"
"Fellheim";"87748,87748"
"Felm";"24244,24244"
"Fels,Schwarzenbach a Wald";"95131"
"Felsberg";"34587,34587"
"Fensterbach";"92269,92269"
"Fernwald";"35463,35463"
"Feucht";"90537,90537"
"Feuchtwangen";"91555,91555"
"Feusdorf,Gönnersdorf,Jünkerath";"54584"
"Fichtelberg,Seehaus";"95686"
"Fichtenberg";"74427,04931"
"Filderstadt";"70794,70794"
"Filsen,Kamp-Bornhofen";"56341"
"Filsum";"26849,26849"
"Finnentrop";"57413,57413"
"Finning";"86923,86923"
"Finningen";"89435,89435"
"Finsing";"85464,85464"
"Fintel,Helvesiek,Lauenbrück,Stemmen,Vahlde";"27389"
"Fisch,Merzkirchen,Palzem,Saarburg";"54439"
"Fischach";"86850,86850"
"Fischbach,Gerach,Gerichtsmannsmühle,Heidehof,Hintertiefenbach,Hüttgeswasen,Idar-Oberstein,Kirschweiler";"55743"
"Fischbach,Waldleiningen";"67693"
"Fischbach,Schmerbach,Schwarzhausen,Tabarz,Winterstein";"99891"
"Fischbachau";"83730,83730"
"Fischbachtal";"64405,64405"
"Fischbeck,Garz,Hohengöhren,Jederitz,Kamern,Klietz,Kuhlhausen,Mangelsdorf,Neuermark-Lübars,Sandau,Schönfeld,Schönhausen,Warnau,Wulkau,Wust";"39524"
"Fischerbach,Haslach,Hofstetten";"77716"
"Fischingen";"79592,79592"
"Fischweier,Marxzell,Schöllbronner Mühle";"76359"
"Fißmühle,Kobern-Gondorf";"56330"
"Fitzbek,Rade";"25579"
"Flachslanden";"91604,91604"
"Fladungen";"97650,97650"
"Flarchheim,Kammerforst,Langula,Niederdorla,Oberdorla,Oppershausen";"99986"
"Fleckeby,Güby,Hummelfeld,Krummland";"24357"
"Flein,Talheimer Hof";"74223"
"Fleischwangen,Muttenhaus";"88373"
"Flensburg";"24937,24939,24944,24937,24939,24944"
"Flensburg,Jarplund-Weding";"24941"
"Flensburg,Tastrup";"24943"
"Flieden";"36103,36103"
"Flintsbach";"83126,83126"
"Flöha";"09557,09557"
"Flohkraut,Ronsberg";"87671"
"Floh-Seligenthal,Kleinschmalkalden";"98593"
"Flörsbachtal";"63639,63639"
"Flörsheim";"65439,55234"
"Flörsheim-Dalsheim";"67592,67592"
"Florstadt";"61197,61197"
"Floß";"92685"
"Flossenbürg";"92696,92696"
"Fluorn-Winzeln";"78737,78737"
"Flußbach,Wittlich";"54516"
"Fockendorf,Gerstenberg,Großröda,Haselbach,Kriebitzsch,Lehma,Lödla,Monstab,Naundorf,Neubraunshain,Rositz,Starkenberg,Tegkwitz,Treben,Waltersdorf";"04617"
"Fohrde,Hohenferchesar,Krahnepuhl,Kützkow,Pritzerbe,Seelensdorf,Tieckow";"14798"
"Föhren";"54343,54343"
"Forbach";"76596,76596"
"Forchheim";"79362,91301,79362,91301"
"Forchtenberg";"74670,74670"
"Föritz,Gefell,Heubisch,Mupperg,Neuhaus-Schierschnitz";"96524"
"Forst";"67147,56858"
"Forstern";"85659,85659"
"Forsthaus Heide,Lampertheim";"68623"
"Forstinning";"85661,85661"
"Förthen,Langenwolschendorf,Läwitz,Leitlitz,Pahren,Pöllwitz,Silberfeld,Weckersdorf,Zadelsdorf,Zeulenroda";"07937"
"Frammersbach";"97833,97833"
"Frankelbach,Olsbrücken,Winterbach";"67737"
"Frankenau";"35110,35110"
"Frankenberg";"09669,35066,09669,35066"
"Frankenfeld,Häuslingen,Rethem,Rethemer Fähre";"27336"
"Frankenhain,Freileben,Hillmersdorf,Hohenbucko,Jagsal,Kolochau,Körba,Lebusa,Malitschkendorf,Naundorf,Oelsig,Proßmarke,Schlieben,Schöna-Kolpien,Stechau,Wehrhain";"04936"
"Frankenhardt";"74586,74586"
"Frankenthal,Großharthau,Großharthau-Bühlau,Großharthau-Schmiedefeld,Großharthau-Seeligstadt";"01909"
"Frankenthal";"67227,01909"
"Frankenwinheim,Gerolzhofen";"97447"
"Frankfurt";"15230,15232,15234,60308,60311,60313,60314,60316,60318,60320,60322,60323,60325,60326,60327,60329,60385,60386,60388,60389,60431,60433,60435,60437,60438,60439,60486,60487,60488,60489,60528,60529,60549,60594,60596,60598,60599,65929,65931,65933,65934,65936,15236"
"Fränkisch-Crumbach";"64407,64407"
"Frankleben";"06259,06259"
"Franzburg,Gremersdorf-Buchholz,Millienhagen,Oebelitz,Richtenberg,Weitenhagen";"18461"
"Frasdorf";"83112,83112"
"Frauenau";"94258,94258"
"Frauenberg,Germerswang,Maisach,Malching,Stefansberg";"82216"
"Frauendorf,Gablenz,Gallinchen,Groß Döbbern,Groß Gaglow,Groß Oßnig,Haasow,Kathlow,Kiekebusch,Klein Döbbern,Klein Oßnig,Komptendorf,Koppatz,Laubsdorf,Leuthen,Neuhausen,Roggosen,Schorbus,Sergen";"03058"
"Frauenneuharting";"83553,83553"
"Frauenstein,Rechenberg-Bienenmühle";"09623"
"Frauenwald,Schmiedefeld,Vesser,Vesser";"98711"
"Fraunberg,Weg";"85447"
"Fraureuth";"08427,08427"
"Frauwalde,Großkmehlen,Kleinkmehlen,Ortrand";"01990"
"Frechen";"50226,50226"
"Freden";"31084,31084"
"Freiamt";"79348,79348"
"Freiberg";"09599,71691,94469"
"Freiburg";"21729,79098,79100,79102,79104,79106,79108,79110,79111,79112,79114,79115,79117,21729,79098,79100,79102,79104,79106,79108,79110,79111,79112,79114,79115,79117"
"Freiensteinau";"36399,36399"
"Freienwill,Großsolt";"24991"
"Freigericht";"63579,63579"
"Freihung";"92271,92271"
"Freilassing";"83395,83395"
"Freinsheim";"67251,67251"
"Freisbach";"67361,67361"
"Freisen";"66629,66629"
"Freising";"85354,85354"
"Freising,München-Flughafen,München-Flughafen";"85356"
"Freist,Friedeburg,Friedeburgerhütte,Gerbstedt,Heiligenthal,Ihlewitz,Zabenstedt";"06347"
"Freistatt,Varrel,Wehrbleck";"27259"
"Freital,Pesterwitz";"01705"
"Frellstedt,Süpplingen";"38373"
"Fremdingen";"86742,86742"
"Frensdorf";"96158,96158"
"Fresdorf,Langerwisch Süd,Michendorf,Saarmund,Siedlung Bergheide,Tremsdorf,Wildenbruch";"14552"
"Fresenburg,Lathen,Renkenberge,Sustrum";"49762"
"Fresendelf,Hude,Huderfähre,Ramstedt,Schwabstedt,Süderhöft,Wisch";"25876"
"Frestedt,Krumstedt,Süderhastedt";"25727"
"Freudenberg";"57258,92272,16259"
"Freudenburg";"54450,54450"
"Freudenstadt,Zuflucht";"72250"
"Freudental";"74392,74392"
"Freyenstein";"16918,16918"
"Freystadt,Realsmühle";"92342"
"Freyung";"94078,94078"
"Frickenhausen";"72636,97252,72636,97252"
"Frickingen";"88699,88699"
"Fridingen,Scheuerlehof";"78567"
"Fridolfing";"83413,83413"
"Friedberg";"61169,86316,61169,86316"
"Friedeburg";"26446,06347"
"Friedelsheim";"67159,67159"
"Friedenfels";"95688,95688"
"Friedensdorf,Günthersdorf,Horburg-Maßlau,Kötschlitz,Luppenau,Wallendorf,Zöschen,Zweimen";"06254"
"Friedenweiler";"79877,79877"
"Friedersdorf,Neusalza-Spremberg";"02742"
"Friedewald";"36289,57520"
"Friedland,Hirschfeld,Siebenlehn";"09634"
"Friedland";"17098,37133,15848"
"Friedrichsdorf";"61381,06386"
"Friedrichsgabekoog,Hellschen-Heringsand-Unterschaar,Hillgroven,Norddeich,Oesterwurth,Reinsbüttel,Schülp,Schülperneuensiel,Süderdeich,Wesselburen,Wesselburener Deichhausen,Wesselburenerkoog,Wulfenhusen";"25764"
"Friedrichshafen";"88045,88046,88048,88045,88046,88048"
"Friedrichshöhe,Scheibe-Alsbach,Siegmundsburg,Steinheid";"98749"
"Friedrichskoog";"25718,25718"
"Friedrichsthal";"66299,16306"
"Frielendorf";"34621,34621"
"Friesack,Haage,Klessener Zootzen,Senzke,Vietznitz,Warsow,Wutzetz,Zootzen Damm";"14662"
"Friesenhagen";"51598,51598"
"Friesenheim";"77948,55278"
"Friesenried";"87654,87654"
"Friesoythe";"26169,26169"
"Friolzheim";"71292,71292"
"Frittlingen";"78665,78665"
"Fritzlar";"34560,34560"
"Frohburg";"04654,04654"
"Frohndorf,Großbrembach,Kleinbrembach,Leubingen,Orlishausen,Rohrborn,Schallenburg,Sömmerda,Sprötau,Stödten,Tunzenhausen,Vogelsberg,Weißenburg,Wenigensömmern,Wundersleben";"99610"
"Frohnloh,Pentenried";"82349"
"Frohnsdorf,Göpfersdorf,Jückelberg,Langenleuba-Niederhain,Ziegelheim";"04618"
"Frohnsdorf,Klausdorf,Niebel,Niebelhorst,Rietz,Tiefenbrunnen,Treuenbrietzen";"14929"
"Fröndenberg";"58730,58730"
"Fronhausen";"35112,35112"
"Fronreute";"88273,88273"
"Frontenhausen";"84160,84160"
"Frose";"06464,06464"
"Fuchsenmühle,Hessenmühle,Marktheidenfeld";"97828"
"Fuchshof,Schottersmühle,Waischenfeld";"91344"
"Fuchsmühl,Hurtingöd";"95689"
"Fuchsmühle,Offenbach";"76877"
"Fuchsstadt";"97727,97727"
"Fuchstal";"86925,86925"
"Fuhlendorf,Wiemersdorf";"24649"
"Fulda";"36037,36039,36041,36043,36037,36039,36041,36043"
"Fuldabrück";"34277,34277"
"Fuldatal,Kassel";"34233"
"Fünfstetten";"86681,86681"
"Fürnsbach,Langenpreising";"85465"
"Fürstenau,Fürstenwalde,Geising,Lauenstein,Liebenau,Müglitz";"01778"
"Fürstenau";"49584,01778"
"Fürstenberg";"37699,16798"
"Fürsteneck";"94142,94142"
"Fürstenfeldbruck";"82256,82256"
"Fürstenstein";"94538,94538"
"Fürstental,Vöhl";"34516"
"Fürstenwalde";"15517,01778"
"Fürstenzell";"94081,94081"
"Furth";"84095,83552"
"Fürth";"90762,90763,90765,90766,90768,64658"
"Furtwangen";"78120,78120"
"Füssen";"87629,87629"
"Fußgönheim";"67136,67136"
"Fußstall,Kogel,Lehner,Miesbach,Unterschönberg";"83714"
"Gablingen,Peterhof";"86456"
"Gachenbach";"86565,86565"
"Gädheim";"97503,97503"
"Gaggenau";"76571,76571"
"Gaiberg";"69251,69251"
"Gaienhofen";"78343,78343"
"Gaildorf";"74405,74405"
"Gailingen";"78262,78262"
"Gaimersheim,Gaimersheim";"85080"
"Gaißach";"83674,83674"
"Gallmersgarten";"91605,91605"
"Gammelsdorf";"85408,85408"
"Gammelshausen";"73108,73108"
"Gammertingen,Pistre";"72501"
"Ganderkesee";"27777,27777"
"Gangelt,Selfkant";"52538"
"Gangkofen";"84140,84140"
"Gangloffsömmern,Henschleben,Schwerstedt,Straußfurt,Werningshausen";"99634"
"Gappenach,Gierschnach,Kalt,Münstermaifeld,Wierschem";"56294"
"Garbsen";"30823,30826,30827,30823,30826,30827"
"Garching";"84518,85748,84518,85748"
"Garding,Garding, Kirchspiel,Grothusenkoog,Katharinenheerd,Osterhever,Poppenbüll,Vollerwiek,Welt";"25836"
"Garmisch-Partenkirchen,Plattele";"82467"
"Garrel";"49681,49681"
"Gars";"83536,83536"
"Gars Bahnhof,Haiden,Hochstraß,Mailham,Thal";"83555"
"Garstedt";"21441,21441"
"Gartow";"29471,16845"
"Gärtringen";"71116,71116"
"Gartz,Geesow,Hohenreinkendorf,Mescherin,Neurochlitz,Radekow,Rosow,Schönfeld,Tantow";"16307"
"Garz,Groß Schoritz,Gustow,Karnitz,Poseritz,Zudar";"18574"
"Gatersleben";"06466,06466"
"Gattendorf";"95185,95185"
"Gau-Algesheim";"55435,55435"
"Gau-Bischofsheim,Harxheim,Lörzweiler";"55296"
"Gäufelden";"71126,71126"
"Gaukönigshofen";"97253,97253"
"Gau-Odernheim";"55239,55239"
"Gaushorn,Hövede,Schalkholz,Schrum,Süderdorf,Tellingstedt,Welmbüttel,Westerborstel";"25782"
"Gaußig,Göda,Weißnaußlitz";"02633"
"Gauting,Kasten,Stockdorf";"82131"
"Gau-Weinheim,St Johann,Vendersheim,Wallertheim,Wolfsheim";"55578"
"Gebenbach";"92274,92274"
"Gebsattel";"91607,91607"
"Gechingen";"75391,75391"
"Gedern";"63688,63688"
"Geelbek,Schaalby";"24882"
"Geeste";"49744,49744"
"Geesthacht,Hamwarde,Heidkaten,Wiershop,Worth";"21502"
"Gefell";"07926,54552"
"Gefrees";"95482,95482"
"Gehaus,Martinroda,Mieswarz,Oechsen,Otzbach,Sünna,Vacha,Völkershausen,Wölferbütt";"36404"
"Gehlberg,Gehlberg,Oberhof";"98559"
"Gehlweiler,Gemünden,Henau,Mengerschied,Rohrbach,Wildburg,Woppenroth";"55490"
"Gehrde";"49596,49596"
"Gehrden";"30989,39264"
"Gehren,Möhrenbach,Pennewitz";"98708"
"Gehrweiler,Gonbach,Gundersweiler,Höringen,Messersbacherhof";"67724"
"Geiersthal,Teisnach";"94244"
"Geilenkirchen";"52511,52511"
"Geiselbach";"63826,63826"
"Geiselberg";"67715,67715"
"Geiselhöring";"94333,94333"
"Geiselwind";"96160,96160"
"Geisenfeld";"85290,85290"
"Geisenhausen";"84144,84144"
"Geisenheim";"65366,65366"
"Geisingen";"78187,78187"
"Geislingen";"72351,73312"
"Gelchsheim,Sonderhofen";"97255"
"Geldern";"47608,47608"
"Geldersheim";"97505,97505"
"Gelenau,Wiltzsch";"09423"
"Gelnhausen";"63571,63571"
"Gelsenkirchen";"45879,45881,45883,45884,45886,45888,45889,45891,45892,45894,45896,45897,45899,45879,45881,45883,45884,45886,45888,45889,45891,45892,45894,45896,45897,45899"
"Geltendorf";"82269,82269"
"Gelting,Holzkoppel,Kronsgaard,Lüchtoft,Nieby,Niesgrau,Pommerby,Rabenholz,Röhrmoos,Stangheck";"24395"
"Geltorf,Hahnenkrug,Selk";"24884"
"Gemmingen";"75050,75050"
"Gemmrigheim";"74376,74376"
"Gemünden";"35285,35329,97737,56459"
"Genderkingen";"86682,86682"
"Gengenbach";"77723,77723"
"Gensingen,Horrweiler";"55457"
"Georgenberg";"92697,92697"
"Georgensgmünd";"91166,91166"
"Georgenzell,Mittelschmalkalden,Möckers,Rosa,Roßdorf,Schwallungen,Wernshausen";"98590"
"Georgsmarienhütte";"49124,49124"
"Gera";"07545,07546,07548,07549,07551,07552,07554"
"Gerabronn";"74582,74582"
"Gerach";"96161,55743"
"Geratskirchen";"84552,84552"
"Gerbach,Schwarzengraben,St Alban";"67813"
"Gerbitz,Neugattersleben,Nienburg,Pobzig,Wedlitz";"06429"
"Gerbrunn";"97218,97218"
"Gerdau";"29581,29581"
"Geretsried";"82538,82538"
"Gerhardshofen";"91466,91466"
"Gerichshain,Lübschützer Teiche,Machern";"04827"
"Gerlingen";"70839,70839"
"Germaringen";"87656,87656"
"Germendorf,Leegebruch";"16767"
"Germering";"82110,82110"
"Gernsbach";"76593,76593"
"Gernsheim";"64579,64579"
"Geroda";"97779,07819"
"Geroldsgrün";"95179,95179"
"Geroldshausen";"97256,97256"
"Gerolfingen";"91726,91726"
"Gerolsbach";"85302,85302"
"Gerolsheim,Großkarlbach,Laumersheim";"67229"
"Gerolstein";"54568,54568"
"Gerschweiler,Giengen";"89537"
"Gersdorf";"09355,83565"
"Gersfeld,Wachtküppel";"36129"
"Gersheim";"66453,66453"
"Gersten,Handrup,Langen,Lengerich,Wettrup";"49838"
"Gerstetten";"89547,89547"
"Gersthofen";"86368,86368"
"Gerstungen,Neustädt,Sallmannshausen";"99834"
"Gertitzsch,Niederstriegis,Roßwein";"04741"
"Gerzen,Schalkham";"84175"
"Geschendorf,Strukdorf,Westerrade";"23815"
"Gescher";"48712,48712"
"Gesees";"95494,95494"
"Geseke";"59590,59590"
"Geslau";"91608,91608"
"Gessertshausen";"86459,86459"
"Gestecke,Niedenstein";"34305"
"Gestratz,Grünenbach,Lengersau,Maierhöfen,Malleichen,Röthenbach,Stiefenhofen";"88167"
"Getelo,Gölenkamp,Halle,Uelsen";"49843"
"Gevelsberg,Gevelsberg";"58285"
"Gevensleben";"38384,38384"
"Geversdorf";"21784,21784"
"Geyer,Jugendherberge Hormersdorf,Tannenberg";"09468"
"Giebelstadt";"97232,97232"
"Gielde,Hornburg,Schladen,Werlaburgdorf";"38315"
"Giesen";"31180,31180"
"Gieshof-Zelliner Loose,Groß Neuendorf,Kiehnwerder,Kienitz,Letschin,Neubarnim,Ortwig,Sietzing,Solikante,Sophienthal,Steintoch,Wilhelmsaue";"15324"
"Gieshübel,Herbelsmühle,Kalkofen, Gem Dörnberg,Misselberg,Nassau,Schleuse,Schweighausen,Seelbach,Waldschmidtmühle";"56377"
"Gießen";"35390,35392,35394,35396,35398,35390,35392,35394,35396,35398"
"Gießübel,Langenbach,Schönbrunn,Steinbach,Waldau,Wiedersbach";"98667"
"Gifhorn";"38518,38518"
"Gifizenmoos,Schramberg";"78713"
"Giggenhausen,Hetzenhausen,Massenhausen,Moosmühle,Schaidenhausen";"85376"
"Gilching,Hüll";"82205"
"Gillenfeld,Mückeln,Saxler,Sprink,Strohn,Winkel";"54558"
"Gilserberg";"34630,34630"
"Gimbsheim";"67578,67578"
"Gingen";"73333,73333"
"Gingst,Kluis,Neuenkirchen,Schaprode,Trent,Ummanz";"18569"
